Year,Month,Ocean,Temperature,Salinity,Depth_m
2023,Sep,Pacific,15.01,35.61,10
2021,Sep,Indian,14.14,32.46,200
2022,Jan,Pacific,28.5,33.52,100
2018,Mar,Atlantic,11.28,31.11,100
2018,Mar,Pacific,0.89,35.17,50
2020,Jan,Indian,26.45,34.02,0
2018,Jun,Indian,6.73,30.9,10
2022,Apr,Indian,17.92,31.08,0
2022,Aug,Atlantic,28.13,31.94,100
2018,Jun,Atlantic,22.34,33.16,50
2019,Apr,Indian,25.02,35.81,10
2022,May,Pacific,12.7,30.91,0
2020,Dec,Indian,13.78,36.28,50
2019,Feb,Atlantic,1.78,36.05,10
2018,Oct,Indian,20.06,32.11,50
2021,Dec,Atlantic,22.33,36.65,50
2022,Jan,Indian,15.89,32.83,0
2021,Dec,Indian,25.58,33.18,100
2023,Jul,Atlantic,3.28,33.2,200
2020,Oct,Pacific,2.64,32.96,100
2019,Dec,Atlantic,3.88,30.81,200
2021,Mar,Pacific,25.89,32.37,50
2020,Mar,Indian,5.61,34.36,200
2021,Jun,Atlantic,2.18,34.54,0
2021,Mar,Indian,23.8,32.16,200
2020,Jul,Indian,20.94,31.94,100
2022,Jul,Atlantic,4.79,32.12,100
2021,May,Indian,22.9,33.17,50
2020,Jan,Indian,8.83,33.61,10
2021,Sep,Pacific,0.88,35.84,10
2022,Feb,Pacific,1.05,34.34,50
2020,Apr,Indian,3.63,30.22,50
2021,Oct,Pacific,24.58,32.47,100
2018,Oct,Pacific,11.92,34.49,50
2022,Feb,Indian,11.33,36.25,50
2021,Dec,Atlantic,23.8,32.11,100
2019,Jan,Atlantic,19.39,36.87,0
2020,Jan,Indian,26.47,30.16,10
2021,Jan,Atlantic,0.75,30.57,100
2022,Jul,Indian,4.99,33.25,0
2022,Nov,Pacific,25.61,33.22,10
2019,Dec,Atlantic,28.82,31.28,50
2019,Sep,Pacific,8.84,34.49,10
2023,Jan,Pacific,1.1,35.99,200
2023,Oct,Indian,0.33,36.2,10
2021,Jun,Atlantic,0.87,36.42,0
2018,Nov,Indian,19.77,34.93,50
2022,May,Indian,7.55,34.28,200
2018,Mar,Atlantic,11.12,30.08,10
2018,Feb,Pacific,11.12,30.91,50
2021,Feb,Indian,7.43,33.98,50
2020,Feb,Pacific,5.4,30.78,100
2020,Jul,Pacific,15.67,33.28,0
2020,Apr,Indian,2.05,30.51,50
2019,Jul,Indian,13.74,31.85,50
2022,Oct,Atlantic,12.59,35.48,100
2019,Jan,Pacific,8.72,31.49,50
2022,Dec,Pacific,2.46,33.72,0
2023,Oct,Indian,19.7,35.23,200
2022,Apr,Pacific,18.07,31.92,10
2022,Sep,Atlantic,22.27,31.77,10
2021,Jul,Pacific,15.96,33.81,10
2020,Oct,Pacific,15.33,30.63,50
2019,Jun,Atlantic,7.32,34.79,100
2023,Jul,Pacific,11.93,31.02,0
2019,Feb,Pacific,16.08,30.34,200
2021,Jan,Atlantic,2.2,32.79,50
2022,Oct,Indian,21.11,32.32,200
2023,Sep,Indian,27.94,35.59,10
2020,Feb,Indian,29.09,31.9,10
2018,Feb,Indian,24.36,32.49,100
2018,Mar,Indian,24.28,30.08,50
2021,Dec,Pacific,4.96,30.56,50
2020,Mar,Pacific,9.83,33.57,10
2018,Mar,Atlantic,22.85,33.9,50
2018,Apr,Pacific,1.12,33.2,50
2023,Nov,Pacific,2.47,35.85,10
2023,Jan,Atlantic,19.16,31.44,200
2019,Nov,Atlantic,13.03,30.97,10
2020,Jan,Pacific,20.49,31.07,200
2018,Dec,Atlantic,7.7,30.23,200
2023,Dec,Indian,2.43,36.97,0
2023,Apr,Atlantic,24.88,32.87,50
2023,Jan,Pacific,23.48,32.54,0
2019,Dec,Indian,13.88,30.39,200
2020,Apr,Indian,26.41,35.59,100
2022,Feb,Pacific,6.69,33.37,50
2023,Jul,Indian,11.01,30.46,10
2020,Jun,Atlantic,7.28,36.93,50
2021,Feb,Atlantic,2.6,35.94,200
2019,Feb,Pacific,19.58,35.15,200
2022,Dec,Indian,17.75,32.67,50
2023,Jan,Pacific,13.34,34.25,50
2023,Apr,Atlantic,25.8,35.85,50
2019,Feb,Pacific,14.81,32.6,10
2019,May,Pacific,13.51,30.03,200
2018,Dec,Indian,20.44,30.95,0
2023,Dec,Pacific,1.13,32.03,200
2020,Apr,Atlantic,8.36,32.68,200
2019,Jan,Atlantic,25.01,34.69,10
2019,May,Indian,3.9,31.96,100
2021,May,Indian,24.57,33.24,50
2021,May,Indian,19.04,35.7,0
2021,Feb,Pacific,24.04,36.56,50
2019,Apr,Atlantic,2.34,35.73,10
2022,May,Indian,21.16,33.03,10
2020,Nov,Pacific,23.36,36.84,10
2019,Nov,Atlantic,0.76,30.7,100
2018,Jun,Atlantic,21.82,34.15,10
2023,Jul,Indian,14.64,33.28,0
2022,Oct,Atlantic,0.39,32.61,10
2022,Nov,Pacific,19.41,34.91,100
2020,Mar,Indian,7.24,34.6,100
2022,Mar,Pacific,28.95,30.08,200
2020,Oct,Atlantic,29.34,32.45,0
2022,Dec,Pacific,0.09,31.82,10
2023,Feb,Indian,4.03,31.22,0
2020,Sep,Atlantic,15.44,32.74,0
2021,Jan,Pacific,18.85,30.03,50
2021,Mar,Atlantic,18.97,34.7,50
2022,Mar,Atlantic,21.62,33.78,100
2022,Aug,Indian,5.25,34.86,50
2020,Dec,Pacific,9.0,34.71,200
2020,Jun,Pacific,16.14,36.83,100
2023,Mar,Atlantic,4.25,36.66,0
2019,Jan,Atlantic,24.34,34.4,10
2021,Mar,Indian,23.54,32.77,10
2019,Apr,Indian,20.46,31.37,0
2019,Jan,Pacific,9.97,31.45,100
2018,Mar,Atlantic,17.45,35.07,0
2020,Apr,Atlantic,0.16,35.42,200
2018,Jul,Pacific,18.0,35.64,100
2018,Apr,Indian,1.49,35.1,200
2019,Jan,Pacific,6.62,36.04,10
2018,Sep,Indian,10.45,33.21,50
2023,Jun,Atlantic,19.37,36.98,0
2020,Sep,Indian,7.26,35.7,0
2019,Jul,Indian,3.92,34.63,50
2020,Apr,Pacific,14.89,34.37,100
2023,Jan,Atlantic,22.52,32.24,100
2022,Jul,Atlantic,11.72,34.33,10
2018,Sep,Pacific,25.75,31.64,10
2019,Dec,Atlantic,28.24,30.68,200
2021,Jun,Pacific,21.42,36.45,0
2020,Dec,Pacific,24.23,36.94,0
2023,Jan,Pacific,16.63,36.53,100
2018,Sep,Pacific,17.28,34.67,100
2020,Jul,Atlantic,1.1,36.64,50
2023,Jan,Atlantic,15.93,32.85,10
2020,Apr,Pacific,15.83,30.99,10
2022,May,Atlantic,16.78,33.87,50
2023,Feb,Atlantic,6.73,36.2,200
2020,Mar,Pacific,11.61,36.28,10
2022,Feb,Indian,28.47,32.76,200
2022,Apr,Indian,25.56,32.39,50
2022,Jul,Indian,13.6,36.77,200
2018,May,Pacific,12.55,30.36,0
2023,Jul,Atlantic,23.51,31.24,100
2020,Dec,Pacific,11.94,30.64,50
2020,Jan,Indian,18.02,32.78,200
2023,Mar,Atlantic,26.13,32.99,200
2022,Feb,Indian,5.8,30.2,200
2020,Dec,Indian,22.25,35.16,0
2020,Jan,Pacific,29.92,34.94,0
2022,May,Pacific,1.14,34.26,200
2021,Mar,Pacific,0.89,31.08,10
2021,Aug,Atlantic,20.92,30.35,10
2022,May,Atlantic,13.32,35.58,100
2018,May,Indian,5.49,31.27,50
2020,Jul,Pacific,15.54,34.05,50
2020,Aug,Atlantic,26.74,35.02,100
2021,Jan,Pacific,15.68,33.23,0
2022,May,Atlantic,28.21,30.71,0
2023,Sep,Indian,17.09,32.38,0
2023,Nov,Indian,5.59,31.93,10
2018,Dec,Indian,25.16,30.74,200
2022,Sep,Indian,11.4,35.78,10
2021,Jul,Indian,18.11,32.74,50
2021,Apr,Indian,11.79,33.26,10
2020,Feb,Pacific,12.75,31.76,100
2019,May,Pacific,5.2,36.76,50
2018,Apr,Atlantic,18.77,31.89,50
2018,Jan,Pacific,9.48,33.51,200
2019,Jul,Indian,10.52,35.0,0
2023,Mar,Indian,5.82,36.98,200
2023,Jun,Pacific,10.28,36.77,0
2023,Dec,Indian,24.64,32.64,50
2021,May,Atlantic,28.63,34.73,50
2022,Dec,Pacific,13.19,36.52,200
2018,Apr,Pacific,22.47,35.39,200
2019,Mar,Atlantic,27.29,34.1,200
2020,Sep,Pacific,7.6,33.0,200
2020,May,Pacific,4.01,35.71,50
2021,Oct,Pacific,7.3,34.58,100
2018,Jul,Atlantic,26.71,33.08,50
2022,Apr,Pacific,9.18,30.38,0
2018,Jan,Indian,15.77,32.37,0
2023,Feb,Atlantic,28.95,34.6,200
2020,Dec,Atlantic,14.29,35.6,50
2018,Oct,Indian,10.99,34.03,50
2020,May,Indian,27.67,35.85,100
2019,Dec,Indian,3.2,32.76,10
2019,Aug,Indian,21.24,35.51,100
2020,Aug,Pacific,12.93,31.58,50
2022,Dec,Atlantic,23.59,32.29,100
2022,Aug,Indian,14.14,33.07,50
2018,Sep,Pacific,24.92,34.37,0
2020,Feb,Pacific,12.92,35.34,0
2021,Apr,Pacific,4.66,30.92,10
2022,Dec,Atlantic,11.97,30.45,100
2022,Nov,Pacific,3.93,35.51,10
2023,Oct,Indian,1.7,35.27,0
2019,Jun,Indian,7.27,34.24,100
2022,Jun,Indian,12.54,36.4,100
2022,Dec,Indian,3.9,30.5,200
2023,Dec,Pacific,20.82,32.69,200
2022,May,Atlantic,19.0,33.21,50
2023,Feb,Indian,24.13,34.32,50
2020,Aug,Atlantic,7.26,33.68,100
2020,Jan,Indian,11.35,30.82,10
2019,Jan,Atlantic,19.77,35.64,200
2018,Dec,Indian,12.19,36.63,100
2023,Jan,Indian,11.52,36.37,10
2022,Sep,Indian,10.41,33.83,10
2018,May,Pacific,14.9,35.11,200
2020,Dec,Atlantic,12.24,32.21,100
2022,Feb,Indian,16.42,32.77,50
2018,Nov,Indian,29.61,33.23,0
2023,Jan,Atlantic,14.56,32.83,200
2023,Apr,Pacific,23.25,35.21,200
2018,Nov,Pacific,20.05,36.35,200
2023,Feb,Pacific,16.71,33.77,200
2021,Mar,Atlantic,22.16,31.86,0
2020,Feb,Pacific,19.12,34.19,0
2019,Aug,Indian,2.03,33.41,10
2019,Mar,Atlantic,22.37,32.46,200
2021,Feb,Atlantic,27.15,33.22,100
2018,Jun,Indian,24.15,34.26,10
2023,Jul,Atlantic,11.38,35.21,10
2021,Sep,Atlantic,27.07,32.97,50
2021,Nov,Atlantic,3.05,35.45,0
2023,Oct,Atlantic,11.43,33.67,10
2020,Apr,Indian,0.15,34.52,10
2023,May,Indian,10.79,35.2,0
2023,Nov,Indian,1.24,31.1,10
2022,Jun,Atlantic,22.51,32.15,50
2018,Mar,Indian,8.19,31.41,100
2019,Mar,Pacific,16.51,32.88,0
2019,Mar,Indian,17.75,31.56,200
2021,May,Pacific,9.26,32.38,100
2021,Nov,Indian,7.37,36.1,0
2021,Jun,Atlantic,16.53,35.67,10
2018,Sep,Atlantic,7.18,35.5,0
2021,Sep,Indian,4.72,30.89,10
2021,Dec,Indian,22.33,35.14,0
2022,May,Atlantic,9.6,32.76,50
2018,Aug,Pacific,13.43,30.74,0
2020,Jul,Indian,27.37,30.78,50
2020,Apr,Indian,3.82,30.53,100
2023,Jan,Indian,1.92,34.35,100
2022,Mar,Pacific,12.89,34.53,100
2019,Nov,Atlantic,18.45,31.54,10
2023,Oct,Indian,13.96,34.99,10
2020,May,Pacific,0.26,35.75,50
2018,Oct,Atlantic,12.17,33.39,200
2019,Mar,Pacific,14.43,36.26,10
2021,Nov,Pacific,28.4,33.57,50
2018,Apr,Indian,2.29,36.58,0
2019,Sep,Atlantic,20.64,30.24,0
2020,Sep,Atlantic,11.84,31.91,100
2023,Nov,Pacific,26.21,32.08,50
2021,Sep,Indian,19.78,32.28,100
2021,Sep,Pacific,11.82,32.8,100
2018,Dec,Indian,19.19,33.11,200
2023,Jan,Indian,13.39,30.62,100
2021,Sep,Indian,21.52,30.54,200
2019,Dec,Pacific,23.7,33.47,100
2022,Dec,Pacific,20.81,31.83,100
2020,Nov,Indian,11.21,33.11,200
2018,Dec,Atlantic,1.04,32.72,100
2023,Nov,Indian,4.15,35.92,200
2022,Feb,Pacific,13.92,31.85,50
2022,Aug,Pacific,17.56,33.42,50
2018,Sep,Atlantic,2.8,34.51,0
2019,Dec,Atlantic,13.89,36.35,0
2023,Aug,Pacific,8.58,30.77,200
2020,Sep,Pacific,2.05,32.65,200
2018,May,Atlantic,10.61,31.15,0
2023,Oct,Pacific,19.0,34.54,100
2022,Dec,Indian,23.28,34.71,200
2022,Jul,Atlantic,22.85,34.49,10
2018,Nov,Pacific,15.32,34.53,50
2023,Mar,Atlantic,2.85,31.06,50
2022,Apr,Pacific,17.87,30.21,200
2018,Apr,Pacific,1.54,32.13,50
2018,Oct,Atlantic,12.75,32.36,0
2020,Apr,Pacific,19.77,32.9,200
2018,Nov,Indian,3.7,31.74,0
2023,Aug,Indian,18.65,36.9,50
2023,Feb,Indian,20.19,30.5,200
2022,Dec,Pacific,26.71,36.27,0
2021,Feb,Indian,6.5,32.19,100
2020,May,Indian,24.58,30.68,10
2023,Jun,Indian,10.32,34.03,0
2022,Apr,Atlantic,11.64,31.12,10
2022,Dec,Atlantic,28.95,35.31,200
2020,Jul,Indian,15.24,33.87,100
2020,Oct,Pacific,26.1,35.45,100
2022,Apr,Indian,20.96,34.47,0
2021,Aug,Atlantic,12.57,36.46,10
2019,Feb,Pacific,1.3,32.15,100
2022,Oct,Indian,14.78,30.95,200
2020,Apr,Indian,11.23,34.67,200
2018,Nov,Pacific,15.74,36.5,200
2018,Jul,Atlantic,21.93,34.31,10
2020,May,Atlantic,16.12,36.22,200
2020,Oct,Indian,20.13,30.34,0
2019,Nov,Atlantic,20.98,35.77,200
2023,Feb,Indian,23.38,36.13,100
2020,Mar,Indian,19.49,34.51,10
2018,Apr,Indian,26.42,33.07,100
2021,May,Indian,9.0,32.05,200
2020,Jul,Pacific,25.07,30.85,200
2019,Mar,Indian,18.95,36.74,10
2021,Sep,Pacific,18.4,31.35,10
2019,Oct,Indian,5.59,34.66,0
2021,Mar,Pacific,25.32,30.15,200
2020,May,Pacific,18.05,31.6,50
2018,May,Indian,5.43,36.8,50
2021,Jul,Pacific,1.49,34.39,50
2022,Jun,Pacific,14.6,34.33,200
2023,Nov,Atlantic,8.48,32.58,0
2019,Mar,Indian,8.9,30.18,200
2021,Dec,Atlantic,2.31,34.92,50
2019,Jan,Indian,6.71,34.9,200
2018,Jun,Pacific,29.02,36.15,100
2019,Nov,Indian,16.79,34.97,100
2019,Jun,Pacific,16.05,32.59,200
2022,Apr,Indian,15.17,33.6,0
2019,Feb,Atlantic,23.07,31.93,10
2021,Sep,Atlantic,20.28,34.54,50
2019,Jun,Indian,5.75,32.91,10
2020,Jan,Indian,15.04,30.95,100
2019,Aug,Pacific,21.27,36.55,0
2020,Oct,Atlantic,13.52,31.73,100
2023,Jul,Atlantic,16.26,36.56,0
2019,Nov,Pacific,2.44,35.71,10
2023,Nov,Atlantic,0.36,31.33,100
2019,Jun,Pacific,23.07,31.52,200
2021,Dec,Atlantic,23.25,31.64,10
2020,Nov,Pacific,15.26,30.02,200
2023,Nov,Atlantic,24.46,33.92,200
2023,Jan,Indian,23.45,34.28,50
2020,Oct,Indian,10.73,35.93,0
2022,May,Indian,14.72,34.42,0
2019,Apr,Indian,14.23,32.86,50
2019,Jul,Indian,0.59,34.69,200
2021,Feb,Atlantic,0.01,35.75,0
2022,Jan,Indian,25.15,31.22,0
2022,Jul,Atlantic,29.33,30.16,200
2021,Aug,Atlantic,22.68,33.9,0
2023,May,Indian,2.15,32.9,50
2020,Aug,Indian,18.26,36.09,10
2023,Apr,Pacific,18.78,34.53,200
2018,Aug,Pacific,8.07,32.54,0
2021,Nov,Indian,14.62,34.06,50
2020,Mar,Pacific,0.38,33.93,200
2023,Jul,Atlantic,14.05,33.33,200
2023,Jun,Indian,8.09,34.8,50
2022,Jan,Indian,6.51,32.11,50
2021,May,Pacific,29.23,33.23,0
2018,Nov,Atlantic,20.19,36.81,0
2019,Dec,Atlantic,26.78,32.11,0
2021,Apr,Atlantic,4.37,31.07,10
2018,Jun,Pacific,6.88,30.1,0
2018,Sep,Atlantic,27.81,31.65,50
2021,Apr,Atlantic,8.43,30.39,0
2020,Feb,Atlantic,26.38,34.46,100
2021,Dec,Atlantic,22.17,30.98,0
2023,Aug,Indian,1.13,34.12,200
2022,Jan,Pacific,4.56,31.85,200
2023,Jun,Atlantic,16.73,31.01,200
2018,Apr,Indian,27.51,34.95,50
2018,Jun,Indian,17.29,36.91,0
2019,Mar,Indian,20.96,36.06,50
2018,Sep,Atlantic,20.22,35.66,0
2019,Mar,Atlantic,3.42,35.42,50
2018,Mar,Indian,24.88,32.51,10
2018,May,Indian,21.96,31.24,200
2021,Jul,Indian,9.6,30.86,200
2021,Jun,Indian,13.82,34.2,100
2022,Jul,Atlantic,14.4,35.4,10
2023,Sep,Indian,23.83,36.91,100
2020,Mar,Indian,28.57,33.53,50
2022,May,Atlantic,25.73,33.08,10
2018,May,Pacific,14.36,32.18,100
2022,Mar,Pacific,10.14,32.8,10
2021,Nov,Atlantic,6.93,32.27,100
2023,Oct,Indian,20.59,32.65,100
2018,Sep,Atlantic,12.53,35.2,200
2018,Sep,Atlantic,4.27,33.12,200
2022,Jun,Atlantic,1.48,34.26,0
2023,May,Indian,17.47,36.04,0
2019,Apr,Atlantic,26.2,34.99,0
2020,Apr,Atlantic,9.92,30.6,200
2023,May,Indian,6.34,35.33,10
2022,Feb,Indian,15.08,36.82,200
2022,Aug,Pacific,22.58,35.32,200
2020,Dec,Pacific,1.06,34.68,200
2018,Jul,Indian,26.3,32.46,200
2018,Jul,Atlantic,29.73,33.1,200
2019,Jan,Pacific,13.39,34.02,50
2022,Aug,Indian,25.33,34.27,200
2020,Nov,Pacific,12.55,30.66,200
2022,Jan,Pacific,3.15,30.78,200
2021,Sep,Indian,15.07,30.24,0
2022,Jun,Atlantic,5.33,33.52,50
2022,Aug,Pacific,5.74,31.36,50
2021,Jan,Pacific,23.86,31.57,50
2021,Jun,Indian,3.09,33.17,10
2020,Jan,Indian,8.82,31.78,200
2018,Mar,Atlantic,10.87,36.96,100
2019,Feb,Pacific,27.28,34.19,200
2021,Feb,Atlantic,18.3,31.03,10
2018,Apr,Indian,1.7,33.11,100
2020,Jul,Indian,8.43,36.19,200
2023,Dec,Atlantic,1.92,33.56,10
2022,Mar,Indian,22.08,35.6,10
2020,Jul,Indian,5.83,32.45,100
2020,Sep,Pacific,6.69,30.37,50
2021,Apr,Pacific,3.62,35.09,10
2019,Jul,Indian,20.66,35.63,100
2021,Jan,Pacific,15.54,36.06,100
2022,Feb,Atlantic,7.94,34.87,10
2021,Aug,Atlantic,23.78,32.58,100
2022,Mar,Atlantic,17.46,36.1,50
2021,May,Indian,5.45,35.38,100
2023,Aug,Pacific,0.55,31.96,50
2019,May,Pacific,2.7,35.1,200
2023,Dec,Atlantic,10.04,32.19,10
2018,Jan,Pacific,2.35,35.98,10
2019,Feb,Pacific,7.31,33.99,100
2021,Oct,Atlantic,2.32,30.22,200
2020,Nov,Pacific,2.23,35.73,0
2018,Mar,Atlantic,9.25,30.46,0
2020,Oct,Atlantic,15.41,30.05,50
2023,Feb,Indian,10.3,32.68,10
2019,Sep,Atlantic,3.08,31.16,0
2018,May,Pacific,1.66,31.63,50
2023,Jan,Pacific,5.88,32.72,10
2021,Nov,Atlantic,20.99,30.5,100
2020,Nov,Indian,20.05,32.55,10
2021,Nov,Atlantic,26.84,31.79,100
2022,Dec,Atlantic,27.37,31.11,100
2018,Aug,Indian,23.16,34.52,0
2020,Mar,Indian,0.51,35.13,100
2019,Nov,Atlantic,3.25,33.89,200
2019,Sep,Indian,22.2,32.89,200
2019,Sep,Pacific,24.79,34.09,200
2023,Dec,Atlantic,18.35,30.91,0
2019,Jun,Pacific,10.91,34.08,100
2020,Apr,Indian,5.52,33.58,200
2023,Dec,Pacific,20.29,31.01,0
2022,Dec,Indian,12.38,34.91,200
2019,Sep,Atlantic,11.13,35.07,10
2019,Nov,Indian,14.1,33.82,10
2023,Sep,Atlantic,25.09,31.73,0
2019,Feb,Indian,19.28,36.69,200
2022,Oct,Indian,16.66,35.64,50
2023,Jun,Pacific,9.59,31.74,100
2023,Nov,Pacific,9.77,33.16,100
2018,Apr,Atlantic,29.64,31.87,100
2023,Mar,Atlantic,14.15,34.24,200
2019,Oct,Pacific,6.95,36.43,200
2023,Jun,Atlantic,21.65,33.39,0
2019,Nov,Atlantic,22.52,30.58,10
2019,Dec,Pacific,11.39,35.36,10
2023,Aug,Indian,23.61,35.47,100
2018,Sep,Atlantic,26.1,35.98,50
2019,Dec,Atlantic,24.89,34.14,50
2018,Sep,Indian,2.17,36.25,100
2018,Feb,Atlantic,23.77,35.15,0
2023,Aug,Pacific,12.04,35.26,100
2021,Nov,Pacific,3.2,32.56,200
2021,Aug,Atlantic,26.77,33.95,50
2019,May,Atlantic,14.68,35.7,10
2020,Apr,Pacific,26.31,32.09,0
2021,Sep,Indian,17.96,34.49,200
2023,Apr,Pacific,9.76,36.57,50
2023,Dec,Indian,17.34,35.72,100
2021,Oct,Indian,28.74,35.04,100
2020,Apr,Indian,18.66,31.55,50
2022,Mar,Indian,24.42,33.38,200
2019,Oct,Indian,25.94,33.36,100
2022,Dec,Indian,11.74,34.64,100
2022,Mar,Atlantic,4.7,32.31,200
2018,Mar,Pacific,29.27,33.61,50
2018,Nov,Pacific,26.66,30.37,50
2019,Jul,Atlantic,17.78,30.52,0
2020,May,Atlantic,28.38,31.47,100
2018,Sep,Indian,18.37,35.13,200
2021,Feb,Pacific,18.66,32.26,10
2019,Apr,Indian,18.88,30.38,200
2023,Feb,Atlantic,24.76,34.27,50
2022,Nov,Indian,9.38,34.07,0
2019,Aug,Indian,9.31,36.2,100
2023,Apr,Pacific,0.98,35.0,50
2023,Jan,Pacific,24.27,30.81,200
2018,Oct,Pacific,7.9,35.29,200
2023,Mar,Indian,6.58,34.2,10
2020,Dec,Indian,14.26,32.67,100
2023,Jul,Atlantic,25.75,35.52,10
2023,Dec,Atlantic,17.96,36.12,100
2022,Mar,Atlantic,25.28,32.29,10
2020,May,Atlantic,0.01,34.87,10
2019,Feb,Atlantic,5.68,33.9,50
2020,Aug,Atlantic,21.51,30.6,50
2020,Apr,Atlantic,8.51,35.34,0
2019,Jan,Pacific,28.15,35.79,0
2022,Dec,Atlantic,22.66,35.09,100
2023,Apr,Indian,21.01,34.65,50
2020,Aug,Indian,0.49,34.0,0
2020,Sep,Indian,20.75,33.39,10
2019,Jan,Pacific,15.74,35.03,0
2021,Jun,Indian,5.19,30.88,100
2020,Apr,Indian,17.61,30.03,0
2018,Nov,Pacific,3.16,31.69,100
2023,Aug,Indian,14.59,30.04,100
2023,Jan,Pacific,5.74,33.14,0
2022,May,Indian,0.32,33.93,10
2020,Jan,Indian,11.11,34.11,100
2019,Apr,Atlantic,11.06,35.59,100
2018,Dec,Indian,15.49,36.21,50
2019,Feb,Atlantic,28.85,36.33,10
2020,Oct,Atlantic,2.38,30.07,100
2018,Sep,Indian,6.72,33.22,100
2022,Feb,Indian,13.52,32.56,50
2022,Apr,Pacific,10.48,30.53,200
2022,Mar,Atlantic,16.93,32.07,0
2021,Jan,Indian,24.12,31.15,50
2019,Dec,Atlantic,12.55,35.94,100
2020,Jan,Atlantic,9.28,36.29,50
2018,Feb,Indian,6.84,36.09,100
2023,Aug,Indian,23.64,30.16,100
2023,Feb,Atlantic,2.78,35.75,0
2019,Jan,Indian,14.57,36.58,100
2020,Jun,Atlantic,11.2,35.9,0
2021,Jan,Pacific,18.98,34.51,10
2020,Oct,Pacific,16.28,36.77,200
2019,Sep,Indian,10.4,34.76,0
2020,Jun,Atlantic,3.17,36.28,0
2023,Oct,Pacific,4.09,33.45,50
2023,Jun,Atlantic,20.44,35.09,200
2018,Jan,Indian,14.79,32.31,200
2021,Jul,Pacific,23.66,34.69,10
2023,Mar,Pacific,27.76,35.56,50
2018,Jan,Atlantic,20.24,30.21,200
2021,Sep,Pacific,27.36,31.7,50
2023,Aug,Atlantic,0.83,32.55,50
2021,Apr,Atlantic,16.12,33.55,0
2020,Mar,Indian,8.01,34.93,0
2018,Feb,Indian,5.9,30.41,50
2021,Feb,Pacific,8.41,30.83,10
2021,Nov,Indian,24.58,32.79,10
2020,Mar,Pacific,18.9,32.34,10
2023,Jan,Indian,23.31,31.06,100
2023,Dec,Indian,14.99,35.53,100
2019,Oct,Pacific,8.02,31.67,100
2019,Jul,Indian,14.05,32.55,100
2023,Feb,Atlantic,6.44,34.59,50
2022,Dec,Indian,29.74,34.43,50
2022,Jun,Atlantic,23.19,30.16,200
2021,Dec,Pacific,1.87,34.72,0
2023,Jun,Pacific,29.94,36.98,50
2019,Nov,Indian,4.49,30.59,100
2021,Apr,Indian,19.74,34.7,10
2018,Apr,Indian,11.38,34.42,10
2019,Jan,Indian,16.31,31.15,100
2019,Nov,Atlantic,21.43,35.87,50
2019,Jun,Indian,9.07,33.1,50
2022,Aug,Pacific,3.07,32.51,0
2020,Oct,Indian,19.71,36.74,200
2020,Apr,Indian,0.77,33.13,10
2022,Jan,Atlantic,6.75,32.75,200
2023,Apr,Indian,0.26,30.16,200
2023,Feb,Indian,22.06,35.47,10
2022,Apr,Atlantic,26.48,36.93,50
2022,Aug,Atlantic,9.74,34.63,50
2023,Mar,Atlantic,9.44,32.63,200
2020,Dec,Pacific,2.92,30.14,10
2021,May,Atlantic,1.27,33.52,200
2022,Oct,Pacific,7.07,34.42,50
2021,Nov,Pacific,25.78,32.69,100
2021,Feb,Atlantic,18.06,36.82,100
2018,Sep,Indian,0.34,30.66,200
2020,Mar,Indian,18.28,33.67,0
2021,Jan,Pacific,1.52,32.25,200
2020,Jul,Indian,12.55,33.27,10
2020,Nov,Atlantic,28.03,30.32,10
2018,May,Atlantic,18.82,36.74,0
2023,Sep,Indian,18.36,32.95,50
2020,Mar,Indian,20.24,30.4,0
2021,Nov,Pacific,4.17,36.9,50
2023,Jan,Indian,2.8,36.89,100
2023,Jul,Pacific,11.17,33.73,100
2019,Aug,Indian,5.69,34.86,50
2021,Nov,Indian,0.69,30.25,100
2021,Feb,Indian,10.21,31.47,200
2020,Feb,Indian,14.92,30.86,10
2021,Sep,Atlantic,1.51,34.38,10
2019,Apr,Indian,29.16,36.2,50
2020,Jan,Pacific,22.95,31.94,100
2022,Sep,Atlantic,22.13,35.35,100
2021,Sep,Pacific,26.4,30.45,100
2021,Jun,Atlantic,17.71,33.02,0
2018,Jun,Indian,13.15,30.71,0
2022,Sep,Pacific,14.53,33.18,0
2022,Feb,Indian,5.91,35.45,200
2019,Sep,Atlantic,11.41,31.71,10
2022,Apr,Indian,23.93,34.08,0
2018,Apr,Pacific,15.07,30.83,200
2019,Sep,Atlantic,5.5,32.36,0
2022,Jul,Atlantic,25.87,35.07,100
2019,Dec,Indian,19.5,35.36,50
2022,Oct,Indian,17.96,36.74,0
2022,Dec,Atlantic,29.08,31.84,50
2023,May,Pacific,27.76,35.34,200
2022,Aug,Pacific,4.4,36.1,200
2021,Dec,Pacific,22.27,32.86,100
2022,Jan,Indian,27.11,33.93,200
2021,Jul,Indian,25.85,33.32,100
2020,Apr,Atlantic,26.67,34.53,100
2023,Feb,Indian,24.19,33.46,50
2018,Feb,Indian,29.66,33.82,50
2019,Nov,Indian,8.18,35.13,50
2019,Dec,Pacific,4.77,34.39,10
2020,Sep,Atlantic,2.27,31.77,50
2022,Jun,Atlantic,24.71,33.54,50
2018,Nov,Indian,13.58,30.84,0
2020,Apr,Indian,7.74,30.07,200
2020,Feb,Pacific,20.32,32.84,0
